document_id,course_id,teacher_id,source_filename,topic,summary,keywords,content_hash,extracted_at
doc_1_5b6744f292a3730a7010886b6dada9a5a543b592cea8ff7f6aa441e7c470bdca,1,1,Big data analysis 3-4.docx,Data Integration and Transformation in Big Data,"This session covers the big data preprocessing stages of data integration and data transformation. Data integration combines data from multiple sources into a consistent storage, requiring tasks like pattern matching to map entities (e.g., A.cust-id=B.customer_no), handling data redundancy (e.g., different attribute names or derivable attributes), and solving data value conflicts from differences in representation, scale, or coding (e.g., kg vs. pounds, $ vs. RMB). Data transformation changes data forms for efficient analysis. Key transformations include: using smoothing methods (Binning, Clustering, Regression) to reduce noise or discretize data; aggregation (e.g., daily to monthly sales) for high-level analysis; data generalization by replacing low-level data with abstract concepts (e.g., street to city, age to young/middle/old); data normalization (e.g., Min-Max, Zero-mean, Decimal Calibration) to scale attributes into a range like [-1.0,1.0] and eliminate bias; and attribute construction to create new attributes (e.g., area from width and height) for deeper pattern discovery.","['Data Integration', 'Data Transformation', 'Pattern Matching', 'Data Redundancy', 'Data Value Conflict', 'Data Normalization', 'Attribute Construction', 'Data Generalization', 'Aggregation', 'Binning']",5b6744f292a3730a7010886b6dada9a5a543b592cea8ff7f6aa441e7c470bdca,2026-01-04T17:41:19.767001+00:00
doc_1_e8eb90f57f92edc6ba718f7f197b10899db292800bbd8e39ad0f691122714dc5,1,1,transcript BD 1-1 Concepts.docx,Big Data Concepts and Evolution,"The session introduces big data concepts, starting with the analogy that 'data is the new oil'—raw data must be processed to be useful. The model of data generation/consumption has shifted from a few companies producing data (old model) to everyone generating and consuming data via social media and mobile devices (new model). Big data is defined as large, hard‑to‑manage volumes of structured and unstructured data that inundate businesses daily. The evolution of data generation is traced through three stages: transaction systems, user‑generated content, and the perception stage where sensors automatically produce data 24/7. Technological progress from PCs to the internet and mobile devices enabled big data. The era of big data emphasizes data‑driven decision‑making, and the AI era (post‑2010) allows machines to analyze data autonomously. Four major enabling technologies are Big Data, AI, IoT, and 5G.","['data is the new oil', 'big data', 'structured data', 'user‑generated content', 'perception stage', 'AI era', 'IoT', '5G', 'transaction systems', 'data analysis']",e8eb90f57f92edc6ba718f7f197b10899db292800bbd8e39ad0f691122714dc5,2026-01-04T17:41:19.088224+00:00
doc_1_160170bc5484c4fa704042a0e2cb5341b72231d6bfbd0efc0e83a6622c7ee7e0,1,1,transcript BD 1-3 The fourth paradigm.docx,The Fourth Paradigm of Scientific Research: Data-Intensive Discovery and the Shift from Causality to Correlation,"This lecture introduces the fourth paradigm of scientific research, which is data-intensive scientific discovery, also known as scientific big data. The speaker outlines four historical paradigms: (1) Empirical science (describing natural phenomena), (2) Theoretical science (using models and generalizations, exemplified by Newton and Maxwell), (3) Computational simulation (using computers to simulate experiments, pioneered by von Neumann), and (4) Data-intensive paradigm (where computers analyze massive data to generate theories). The key distinction between the third and fourth paradigms is that the third starts with a hypothesis and uses computation to verify it, while the fourth starts with large datasets and uses computation to discover unknown patterns and theories. A central theme is the shift from seeking causality to focusing on correlations, as highlighted in Victor Meyer-Schoenberg's 'Big Data Era'. Examples include haze weather prediction using comprehensive sensor data and Wal-Mart's discovery of correlated sales of flashlights and egg tarts during hurricanes. The lecture notes the challenges of massive data processing (exceeding 1PB) and the evolving role of computers from辅助 tools to primary actors in scientific discovery.","['fourth paradigm', 'data-intensive scientific discovery', 'big data era', 'correlation over causality', 'computational simulation', 'scientific research paradigms', 'Jim Gray', 'Victor Meyer-Schoenberg', 'haze weather prediction', 'Wal-Mart shopping list']",160170bc5484c4fa704042a0e2cb5341b72231d6bfbd0efc0e83a6622c7ee7e0,2026-01-04T17:41:12.620057+00:00
doc_1_b401b42c1ccb9818ba1ea9f03dc515e2437588a724f623babd4e2595f1edbeba,1,1,transcript BD 1-7 architecture.docx,Big Data General Architecture: Distributed Computing and Three-Layer Framework,"The lecture discusses big data general architecture, driven by the need for cost-effective solutions as data volume grows. Traditional high-performance servers are expensive, so distributed computing uses groups of cheap servers with high redundancy for distributed processing and storage. Big data architecture comprises three layers: 1) Data storage system (distributed database/warehouse for structured data, distributed file system for unstructured data, plus data collection and modeling). 2) Data processing system (calculation engine, platform, model, algorithm) using engines like MapReduce and platforms like Hadoop, Spark, Storm. 3) Customized big data applications (applications, products, services, visualization). Storage structure includes logical (database) and physical (distributed file system) aspects, with data collection from logs, sensors, IoT, etc., followed by cleaning, extraction, modeling, and storage architecture choices (centralized/distributed, row/column storage, key-value pairs). Unified data access interfaces like ODBC (Open Database Connectivity) provide database access APIs. Computing models include MapReduce batch processing, stream computing, MPP for structured data, in-memory computing, and Data Flow Graph for machine learning. Computing engines (e.g., MapReduce engine, Google's interactive engine with Dremel/PowerDrill, Apache Drill, graph parallel engines like Pregel/Hama/GraphLab, Yahoo!'s S4 streaming engine) support back-end processing. Big data applications span internet, e-commerce, finance, healthcare, manufacturing, education, energy, environmental protection, and smart transportation. The architecture is also viewed logically: bottom layer collects network, probe, service, business, terminal data; middle layer analyzes user behavior, monitors key indicators, integrates data via models/algorithms; top layer enables business process analysis, user analysis, data analysis, and visualization through a unified data platform.","['distributed computing', 'big data architecture', 'data storage system', 'data processing system', 'MapReduce', 'Hadoop', 'ODBC', 'computing engine', 'stream computing', 'data visualization']",b401b42c1ccb9818ba1ea9f03dc515e2437588a724f623babd4e2595f1edbeba,2026-01-04T17:40:52.441531+00:00
doc_1_94abf4458a8f57ca8a0ce151a082ebedf565ca6e7d31989ea075e72f943daac1,1,1,Bigdata analysis 3-5.docx,Data Reduction Techniques in Big Data Analysis,"This lecture introduces data reduction techniques used to condense large datasets while preserving integrity, making analysis more efficient. Data reduction includes dimensionality reduction (attribute subset selection, PCA, wavelet transform) and numerosity reduction (data cube aggregation, clustering, sampling, histogram). Attribute subset selection methods include step forward, remove gradually backward, and decision tree induction. Data compression includes lossless and lossy compression; PCA is a lossy compression method. Numerosity reduction uses smaller data representations. Data cube aggregation reduces dimensions for approximate queries. Discretization reduces continuous attribute values via intervals. Concept hierarchy maps low-level to high-level concepts, enabling data processing at multiple abstraction levels.","['data reduction', 'dimensionality reduction', 'attribute subset selection', 'principal component analysis', 'numerosity reduction', 'data cube aggregation', 'discretization', 'concept hierarchy', 'lossless compression', 'lossy compression']",94abf4458a8f57ca8a0ce151a082ebedf565ca6e7d31989ea075e72f943daac1,2026-01-04T17:40:51.914228+00:00
doc_1_6d56465481a1cd2018c0c8ece087bf92617cca7f92f7659489ff4791505ae859,1,1,transcript BD 1-2 structured and unstructured data.docx,Structured vs. Unstructured Data in Big Data Context,"The lecture introduces big data by distinguishing between structured and unstructured data. Structured data, estimated at 20% of organizational data, is organized in predefined formats like tables with rows and columns, uses data types such as numbers and strings, and is easier to process, manage, and store using legacy solutions like relational databases. Unstructured data, comprising about 80% of enterprise data, includes formats like images, audio, video, emails, and documents, lacks a uniform format, requires more storage, and is harder to manage with traditional tools. The session further categorizes data into structured, semi-structured, quasi-structured, and unstructured, using the iceberg metaphor where structured data is the visible tip and unstructured is the vast submerged portion. Finally, it contrasts traditional databases (handling MB-scale, structured data with a predefined schema) with big data (handling GB/TB/PB-scale, diverse data types without a predefined schema, requiring multiple tools for different problems).","['structured data', 'unstructured data', 'big data', 'semi-structured data', 'relational database', 'data schema', 'data variety', 'data storage', 'data processing', 'traditional database']",6d56465481a1cd2018c0c8ece087bf92617cca7f92f7659489ff4791505ae859,2026-01-04T17:40:21.994722+00:00
doc_1_c8d141bcd14b0cdbe0085726eb7743a6eccde82e8c2f64ff4da2cb004acb73e8,1,1,transcript BD 1-4 Big Data Characters.docx,The 5Vs of Big Data: Characteristics and Their Significance,"This lecture introduces the five key characteristics (5Vs) of Big Data: Volume, Velocity, Variety, Veracity, and Value. It traces the evolution from the original 3Vs (Volume, Velocity, Variety) as data generation expanded from transactions (MB/GB scale) to include interactions and observations (TB/PB scale), driven by sources like ERP, CRM, web, and IoT. Volume refers to the massive and exponentially growing amounts of data, projected to reach 175 Zettabytes by 2025. Variety encompasses diverse data types from relational tables to multimedia, essential for comprehensive analysis. Velocity is the speed of data generation and the need for real-time processing to enable timely decisions, as in e-promotions or healthcare monitoring. Veracity addresses data trustworthiness and uncertainty. The most critical characteristic is Value, which involves converting low-density raw data into useful, actionable insights through processing and analysis. All five Vs are crucial for effective Big Data analysis and decision-making across business and research sectors.","['5Vs of Big Data', 'Volume', 'Velocity', 'Variety', 'Veracity', 'Value', 'Real-Time Analytics', 'Data Scale', 'Structured and Unstructured Data', 'Data Lifecycle']",c8d141bcd14b0cdbe0085726eb7743a6eccde82e8c2f64ff4da2cb004acb73e8,2026-01-04T17:40:06.777157+00:00
doc_1_b2b79e88bd4acddb287056874ed57c563819b5b535925c0b498477d799df80d6,1,1,transcript BD 1-5 lifecycle.docx,Big Data Lifecycle and Value Extraction,"The lecture discusses the Big Data lifecycle and its value extraction process, divided into four stages: Collect, Store, Analyze, and Govern. The Collect stage focuses on capturing diverse data types, including unstructured data, from various sources like server logs and social reviews. The Store stage involves consolidating data into platforms like HDFS and using tools like Apache Spark and MySQL for further processing. The Analyze phase processes raw data through tools like Map/Reduce in Hadoop and integrates real-time analytics to derive insights. The Govern stage emphasizes the necessity of data governance policies to ensure compliance, privacy, and data quality. The session also introduces the DIKW pyramid model to illustrate the transformation from raw Data to Information, Knowledge, and Wisdom, highlighting how this reduces decision risk. Additionally, the evolution of business intelligence from OLTP and OLAP to real-time analytics and Big Data technologies like Hadoop and Spark is covered, showcasing how these advancements enable predictive analytics and real-time decision-making.","['Big Data lifecycle', 'HDFS', 'Apache Spark', 'Map/Reduce', 'Data Governance', 'DIKW pyramid', 'Unstructured Data', 'Real-Time Analytics', 'ETL', 'Business Intelligence']",b2b79e88bd4acddb287056874ed57c563819b5b535925c0b498477d799df80d6,2026-01-04T17:39:54.815423+00:00
doc_1_e430fdcc5eec263b370c6d5b24810978ce305c7847c87e3d62dacf4f7c2ac75b,1,1,transcript BD 1-6 processing flow.docx,Big Data Processing Flow from Analytical and Technical Perspectives,"The lecture explains the Big Data processing flow from both analytical and technical perspectives to derive value from data. From an analytical standpoint, the process involves: 1) Identifying suitable data sources (structured, semi-structured, unstructured). 2) Collecting data via ETL or crawlers. 3) Transforming and storing data, often requiring distributed storage due to volume. 4) Processing data through cleaning, feature engineering, and applying statistical/mathematical models or machine learning algorithms to find patterns. 5) Visualizing results and 6) Generating reports for monitoring or further analysis. From a technical perspective, diverse data assets—transaction data (OLTP/OLAP), documents, social media, and IoT data—are integrated into clusters like Hadoop. Steps include offloading and ETL processing of structured transaction data, integrating document and social media data for customer insights, and collecting real-time IoT data. Data scientists then discover, profile, and govern data using metadata, mask sensitive information, parse data, and generate Business Intelligence reports or visualizations. An Enterprise Data Warehouse may be built to store curated data. The example of JD illustrates integrating shopping transactions, documents, reviews, and IoT data (GPS, RFID) into a Hadoop cluster to generate BI reports on sales trends and logistics, while masking sensitive customer data.","['Big Data Processing Flow', 'ETL (Extract Transform Load)', 'Hadoop', 'Data Warehouse', 'Business Intelligence (BI) Report', 'Feature Engineering', 'IoT Data', 'Data Visualization', 'Distributed Data Storage', 'Machine Learning Algorithms']",e430fdcc5eec263b370c6d5b24810978ce305c7847c87e3d62dacf4f7c2ac75b,2026-01-04T17:39:45.877069+00:00
doc_1_404ec615fa266533d4d9dc3e85865433ccb3f87aa4d3c5381c59d72679399e37,1,1,transcript BD 2-1 Data resources.docx,Data Resource Classification: Internal and External Data,"The session discusses the classification of data resources based on organizational boundaries into internal and external data. Internal data, originating within an organization, includes structured data from operational systems (e.g., ERP, CRM, finance, manufacturing), archived documents and emails, and data from internal IoT devices like sensors on production lines. This data is typically collected, stored in systems such as SQL Server, Hive, MongoDB, or Neo4j, and processed using platforms like Hadoop and Spark. External data originates outside the organization and includes data from other organizations' business and IoT systems, government-collected and published data, and internet data from social media, blogs, and e-commerce sites. The session highlights that internet data collection faces challenges due to diverse website IT levels, varying crawler control policies, different data formats, and lower authenticity and quality compared to internal data. Ultimately, combining multi-dimensional internal and external data enables comprehensive business analysis using tools like TensorFlow, R, and IBM Watson, leading to business insights, customer profiling, and improved decision-making.","['internal data', 'external data', 'data resources', 'internet data', 'IoT data', 'government data', 'web crawlers', 'data analysis', 'data collection', 'data quality']",404ec615fa266533d4d9dc3e85865433ccb3f87aa4d3c5381c59d72679399e37,2026-01-04T17:39:35.498240+00:00
doc_1_f6271e6cc4cea9d61cefb827d61d973ad11d24eeaddedaec1782ca3dc8c4e9be,1,1,transcript BD 2-4 deep web.docx,Deep Web Data Acquisition: Concepts and Techniques,"This session explains the classification of internet information into surface web, deep web, and dark web. The deep web, defined by Bright Planet in 2000, consists of structured database content accessible only via direct queries, such as academic, financial, and government records. It contrasts sharply with the surface web's unstructured HTML. The session details deep web characteristics: high relevance to information needs, rapid growth, thematic databases, and vast value (1000-2000 times the surface web). Deep web content includes dynamic pages from database queries, non-web files, and restricted-access material. Compared to traditional search engines, deep web queries use complex interfaces, yield structured data, and sort by attribute values rather than keyword similarity. The lecture covers deep web data acquisition, which involves two stages: query interface identification and automated form filling. Solutions range from manual site-specific crawlers to general deep web crawlers employing visual layout parsing, syntax analysis, heuristic rules, and page classifiers. Techniques include domain knowledge heuristic rules and domain-independent keyword sampling to maximize query results efficiently.","['deep web', 'Tor', 'relay nodes', 'dynamic web', 'structured data', 'query interface', 'deep web crawler', 'HTML forms', 'heuristic rules', 'domain knowledge']",f6271e6cc4cea9d61cefb827d61d973ad11d24eeaddedaec1782ca3dc8c4e9be,2026-01-04T17:39:16.995990+00:00
doc_1_5114ff7b223c14cecbeb4f440060e8cd22f0c105b82e239c8add352c5e24dbcc,1,1,transcript BD 2-1 resources-attack  explaination.docx,"Data Resources: Classification, Sources, and Collection for Big Data Analysis","This session discusses data resources for big data analysis, classifying them as internal or external based on organizational boundaries. Internal data is created and stored within an organization, including structured data from business systems (ERP, CRM, finance, HR), historical/legacy documents and emails, and data from internal IoT sensors. External data originates outside the organization, encompassing other organizations' operational data, their IoT data, government-published data, and internet data (social media, blogs, e-commerce). For analysis, internal data is extracted and stored in databases (SQL Server, Hive, MongoDB, Neo4j) and processed using platforms like Hadoop and Spark. External internet data presents collection challenges: lack of unified collection methods, anti-crawler policies due to bandwidth consumption and security risks (DoS attacks, data theft), varied data formats (text, audio, video), and inferior authenticity/quality compared to internal data. The goal of analysis—using tools like TensorFlow, R, or IBM Watson—is to gain business insights for improvement, customer profiling, and better decision-making.","['internal data', 'external data', 'big data analysis', 'data collection', 'IoT data', 'government data', 'internet data', 'web crawlers', 'data storage', 'business systems']",5114ff7b223c14cecbeb4f440060e8cd22f0c105b82e239c8add352c5e24dbcc,2026-01-04T17:39:13.893827+00:00
doc_1_e03b91e783ecc9dbf318a4a6106d18f8eee813c74a376acbb194b29ddc82ceb1,1,1,transcript BD 2-2 internal data acquisition.docx,Internal Data Acquisition and ETL Processes,"The session focuses on internal data acquisition, primarily using ETL (Extract, Transform, Load) tools to integrate enterprise data for analysis. ETL extracts structured data from sources like CRM and ERP systems and unstructured data like social media logs, often offloading the latter to big data clusters like HDFS. Data extraction is typically incremental, not full, to avoid redundancy. Four methods for incremental extraction are detailed: Log Comparison (e.g., Oracle CDC), Timestamp (using a timestamp field), Triggers (creating triggers for data changes), and Full Table Comparison (using MD5 checksums). ETL also transforms data to resolve inconsistencies (e.g., name order, currency units) using components like mapping, filtering, cleaning, and calculation. Finally, data is loaded into a target data warehouse via SQL statements or bulk loading tools like BCP. Kettle is noted as a prominent open-source ETL tool.","['ETL', 'Data Extraction', 'Incremental Extraction', 'Data Transformation', 'Data Loading', 'Log Comparison', 'Timestamp', 'Triggers', 'Full Table Comparison', 'Data Warehouse']",e03b91e783ecc9dbf318a4a6106d18f8eee813c74a376acbb194b29ddc82ceb1,2026-01-04T17:39:04.685544+00:00
