portfolio,job_title,job_company,required_skill,label,weight,evidence_skills,justification
course_only,Senior Business Analyst,Compass Group,Translate business needs into functional and non-functional requirements,not_satisfied,0.0,[],No portfolio skills cover translating business needs into functional or non-functional requirements.
course_only,Senior Business Analyst,Compass Group,Create and maintain business requirement documents (BRDs) and functional specifications,not_satisfied,0.0,[],No portfolio skills cover creating BRDs or functional specifications.
course_only,Senior Business Analyst,Compass Group,Model business processes using Visio or similar tools,not_satisfied,0.0,[],No portfolio skills cover business process modeling with Visio or similar tools.
course_only,Senior Business Analyst,Compass Group,Participate in Agile ceremonies and manage work using Azure DevOps,not_satisfied,0.0,[],No portfolio skills mention Agile ceremonies or Azure DevOps.
course_only,Senior Business Analyst,Compass Group,Support integration projects involving enterprise and third-party systems,satisfied,0.75,"[""Design ETL data transformation steps for data integration""]","Portfolio includes designing ETL steps for data integration, which supports integration projects."
course_only,Senior Business Analyst,Compass Group,Develop test strategies and write detailed test cases,not_satisfied,0.0,[],No portfolio skills cover test strategy development or test case writing.
course_only,Senior Business Analyst,Compass Group,"Execute system, UAT, and regression testing",not_satisfied,0.0,[],"No portfolio skills cover executing system, UAT, or regression testing."
course_only,Senior Business Analyst,Compass Group,Track and manage defects using dedicated tools,not_satisfied,0.0,[],No portfolio skills cover defect tracking or management with dedicated tools.
course_only,Senior Business Analyst,Compass Group,Perform data validation and reconciliation for system integrations,partly_satisfied,0.4,"[""Apply MD5 checksum for full table comparison extraction"", ""Resolve data value conflicts via unit standardization""]","Portfolio includes data validation and reconciliation techniques like checksums and conflict resolution, but not specifically for system integrations."
course_only,Senior Business Analyst,Compass Group,Analyze financial and operational data to identify trends and opportunities,not_satisfied,0.0,[],No portfolio skills reference analyzing financial or operational data specifically.
course_only,Senior Business Analyst,Compass Group,Analyze data and create reports using Microsoft Excel,not_satisfied,0.0,[],No portfolio skills mention Microsoft Excel for data analysis or reports.
course_only,Senior Business Analyst,Compass Group,Build data visualizations and business insights reports using Power BI,partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses""]","Portfolio includes general BI dashboard development, but not Power BI specifically."
course_only,Senior Data Analyst,Alquemy Search & Consulting,Query and analyze data using SQL,satisfied,0.75,"[""Utilize Spark SQL for querying structured big data""]","Spark SQL provides SQL-based querying for structured data, equivalently satisfying the SQL requirement."
course_only,Senior Data Analyst,Alquemy Search & Consulting,Design and implement scalable data pipelines,satisfied,0.75,"[""Design real-time streaming pipelines for high-velocity data"", ""Implement real-time data pipelines with Spark Streaming""]",Skills cover designing streaming pipelines and implementing scalable Spark Streaming pipelines.
course_only,Senior Data Analyst,Alquemy Search & Consulting,Orchestrate data workflows using Airflow,not_satisfied,0.0,[],No portfolio skill mentions Airflow or any other data workflow orchestration tool.
course_only,Senior Data Analyst,Alquemy Search & Consulting,Implement data pipelines using Apache Spark,fully_satisfied,1.0,"[""Implement real-time data pipelines with Spark Streaming""]","Directly names implementing data pipelines with Spark Streaming, an Apache Spark component."
course_only,Senior Data Analyst,Alquemy Search & Consulting,Analyze data to identify trends and patterns,partly_satisfied,0.4,"[""Apply correlation-first analysis over causal modeling in big data projects"", ""Detect redundant attributes using correlation analysis""]",Correlation analysis is a related prerequisite but no explicit trend/pattern identification skill.
course_only,Senior Data Analyst,Alquemy Search & Consulting,Create data visualizations,satisfied,0.75,"[""Develop BI dashboards from curated enterprise data warehouses""]",Developing BI dashboards inherently involves creating data visualizations.
course_only,Senior Data Analyst,Alquemy Search & Consulting,Design and develop data dashboards and reports,partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses""]",Portfolio covers developing dashboards but lacks explicit design skills and report creation.
book_student,BI & Analytics Lead,AtkinsRéalis,Query and analyze data using SQL,satisfied,0.75,"[""Utilize Spark SQL for querying structured big data""]","Spark SQL enables SQL-like querying of data, satisfying the requirement."
book_student,BI & Analytics Lead,AtkinsRéalis,Design and implement scalable data pipelines,fully_satisfied,1.0,"[""Design real-time streaming pipelines for high-velocity data"", ""Implement lambda architecture combining batch and stream processing""]",Portfolio includes designing and implementing scalable streaming and batch pipelines.
book_student,BI & Analytics Lead,AtkinsRéalis,Design and maintain data models for business intelligence,satisfied,0.75,"[""Design conceptual, logical, and physical data models"", ""Design SAP HANA column-store tables for high-speed OLAP analytics""]",Covers general data modeling and specialized OLAP model design for BI.
book_student,BI & Analytics Lead,AtkinsRéalis,Develop and maintain business intelligence dashboards and KPIs,fully_satisfied,1.0,"[""Develop BI dashboards from curated enterprise data warehouses""]","Directly demonstrates developing BI dashboards, which typically include KPIs."
book_student,BI & Analytics Lead,AtkinsRéalis,Develop interactive reports and dashboards using Power BI,not_satisfied,0.0,[],No portfolio skill mentions Power BI or interactive reports using it.
book_student,BI & Analytics Lead,AtkinsRéalis,Analyze data to identify trends and patterns,satisfied,0.75,"[""Apply linear regression to smooth data"", ""Detect redundant attributes using correlation analysis""]",Regression and correlation analysis can identify trends and patterns in data.
course_only,Senior Data Engineer,Asana,Query and analyze data using SQL,fully_satisfied,1.0,"[""Utilize Spark SQL for querying structured big data"", ""Load data warehouses using SQL bulk loading methods""]","Portfolio includes Spark SQL querying and SQL bulk loading, directly satisfying SQL querying and analysis."
course_only,Senior Data Engineer,Asana,Design and implement scalable data pipelines,fully_satisfied,1.0,"[""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Implement real-time data pipelines with Spark Streaming"", ""Design real-time streaming pipelines for high-velocity data""]","Portfolio includes designing/building ETL and streaming pipelines, covering scalable data pipeline implementation."
course_only,Senior Data Engineer,Asana,Implement systems for data quality and governance,fully_satisfied,1.0,"[""Define data governance rules for compliance, privacy, and quality"", ""Implement the collect-store-analyze-govern lifecycle for big data""]",Directly features data governance rules and a lifecycle including govern; also multiple data quality skills.
course_only,Senior Data Engineer,Asana,Apply data modeling concepts,fully_satisfied,1.0,"[""Design conceptual, logical, and physical data models""]","Portfolio explicitly includes designing conceptual, logical, and physical data models."
course_only,Senior Data Engineer,Asana,Process data using Apache Spark,fully_satisfied,1.0,"[""Develop Spark applications using RDD transformations and actions"", ""Utilize Spark SQL for querying structured big data"", ""Implement real-time data pipelines with Spark Streaming""]","Multiple direct Spark skills: application development, SQL, streaming."
course_only,Senior Data Engineer,Asana,Orchestrate data workflows using Airflow,partly_satisfied,0.4,"[""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Build ETL workflows with open-source Kettle tool""]","Shows workflow building with ETL tools, but lacks Airflow-specific orchestration skill."
course_only,Senior Data Engineer,Asana,Utilize Databricks for data processing,partly_satisfied,0.4,"[""Develop Spark applications using RDD transformations and actions"", ""Utilize Spark SQL for querying structured big data""]","Has Spark skills which underpin Databricks, but no Databricks platform usage noted."
course_only,Senior Data Engineer,Asana,Identify and address performance bottlenecks in workflows,partly_satisfied,0.4,"[""Configure MapReduce job slots for parallel task execution"", ""Persist intermediate RDDs in memory for iterative computation""]","Demonstrates performance tuning (parallelism, caching), but identification aspect unproven."
course_only,Senior Data Engineer,Asana,Build and scale end-to-end data products,satisfied,0.75,"[""Develop BI dashboards from curated enterprise data warehouses"", ""Implement lambda architecture combining batch and stream processing""]",Building dashboards and implementing lambda architecture indicate end-to-end data product development.
course_only,Senior Data Engineer,Asana,Transform raw data into actionable insights,fully_satisfied,1.0,"[""Clean and transform raw data with feature engineering techniques"", ""Develop BI dashboards from curated enterprise data warehouses""]",Raw data transformation and BI dashboard creation directly produce actionable insights.
book_student,Big Data Developer,Galent,Design and implement scalable data pipelines,satisfied,0.75,"[""Design ETL data transformation steps for data integration"", ""Implement real-time data pipelines with Spark Streaming"", ""Design real-time streaming pipelines for high-velocity data"", ""Build ETL workflows to ingest structured and unstructured data into HDFS""]","Portfolio demonstrates design and implementation of ETL/streaming data pipelines, with supporting scalability concepts like partitioning and architecture tiers."
book_student,Big Data Developer,Galent,"Integrate data from various sources using ETL tools like Informatica, Talend, or Apache Airflow",satisfied,0.75,"[""Build ETL workflows with open-source Kettle tool"", ""Integrate IoT sensor data into data enrichment pipelines"", ""Design ETL data transformation steps for data integration""]","Portfolio shows data integration from diverse sources using Kettle, an ETL tool equivalent to those listed, and related integration skills."
book_student,Big Data Developer,Galent,Implement CI/CD pipelines and infrastructure-as-code practices,not_satisfied,0.0,[],"No portfolio skills reference CI/CD, infrastructure-as-code, or related DevOps practices."
book_student,Big Data Developer,Galent,Leverage generative AI tools to enhance development productivity and automate code generation,not_satisfied,0.0,[],"Portfolio lacks any mention of generative AI, code generation, or productivity-enhancing AI tools."
book_student,Big Data Developer,Galent,Develop and maintain APIs,partly_satisfied,0.4,"[""Serve models via TensorFlow Serving over REST""]","Portfolio includes model serving via REST, which involves API exposure but not full API development or maintenance."
book_student,Data Analyst,Mercor,Anonymize sensitive data within spreadsheet documents,partly_satisfied,0.4,"[""Anonymize personally identifiable information (PII) in data pipelines""]",Portfolio shows anonymization of PII in data pipelines but not within spreadsheet documents.
book_student,Data Analyst,Mercor,Build and maintain complex spreadsheets in Google Sheets,not_satisfied,0.0,[],No portfolio skill mentions building or maintaining spreadsheets or Google Sheets.
book_student,Data Analyst,Mercor,Apply spreadsheet formulas for calculations and data analysis,partly_satisfied,0.4,"[""Aggregate detailed data with sum, average, or count operations""]","Portfolio includes aggregate functions like sum/average/count, but not explicitly in spreadsheets."
book_student,Data Analyst,Mercor,Structure multi-tab spreadsheet documents for project tracking,not_satisfied,0.0,[],No portfolio skill refers to structuring multi-tab spreadsheet documents.
book_student,Data Analyst,ADF Medical,Track KPIs and performance metrics,partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses""]","Building BI dashboards can display KPIs, but no explicit skill for tracking KPIs or performance metrics is present."
book_student,Data Analyst,ADF Medical,Collect and clean large datasets,fully_satisfied,1.0,"[""Clean and preprocess raw data from multiple sources"", ""Perform data extraction, transformation, and loading (ETL)""]","Portfolio directly includes skills for cleaning raw data and performing ETL, covering both collect and clean aspects."
book_student,Data Analyst,ADF Medical,Ensure data accuracy and integrity,satisfied,0.75,"[""Define data governance rules for compliance, privacy, and quality"", ""Apply MD5 checksum for full table comparison extraction""]",Data governance rules for quality cover accuracy and integrity; checksum ensures data integrity.
book_student,Data Analyst,ADF Medical,Analyze data to identify trends and patterns,satisfied,0.75,"[""Implement user-based collaborative filtering algorithm""]","Collaborative filtering identifies patterns in user behavior, satisfying the requirement to identify patterns."
book_student,Data Analyst,ADF Medical,Build reports and dashboards,fully_satisfied,1.0,"[""Develop BI dashboards from curated enterprise data warehouses""]","Portfolio directly includes developing BI dashboards, fulfilling the requirement."
book_student,Data Analyst,ADF Medical,Create data visualizations,fully_satisfied,1.0,"[""Visualize social networks with Fruchterman-Reingold algorithm""]","Portfolio contains a specific skill for visualizing data, meeting the requirement."
book_student,Data Analyst,Tekshapers,Query and analyze data using SQL,fully_satisfied,1.0,"[""Utilize Spark SQL for querying structured big data"", ""Load data warehouses using SQL bulk loading methods""]",Portfolio includes 'Utilize Spark SQL for querying structured big data' and 'Load data warehouses using SQL bulk loading methods' directly covering SQL data querying.
book_student,Data Analyst,Tekshapers,"Apply data governance concepts for cataloging, lineage, and quality",partly_satisfied,0.4,"[""Define data governance rules for compliance, privacy, and quality""]","Portfolio covers data governance and quality with 'Define data governance rules for compliance, privacy, and quality', but lacks explicit cataloging and lineage skills."
book_student,Data Analyst,President's Choice Financial,"Extract, prepare, and analyze large datasets",satisfied,0.75,"[""Perform data extraction, transformation, and loading (ETL)"", ""Clean and preprocess raw data from multiple sources"", ""Train machine learning models at scale using Spark MLlib""]","ETL, data cleaning, and Spark MLlib skills cover extraction, preparation, and analysis of large datasets."
book_student,Data Analyst,President's Choice Financial,Design and implement end-to-end reporting and data processes,satisfied,0.75,"[""Develop BI dashboards from curated enterprise data warehouses"", ""Design ETL data transformation steps for data integration"", ""Implement lambda architecture combining batch and stream processing""]","Portfolio includes BI dashboards, ETL design, and lambda architecture, covering end-to-end reporting and data processes."
book_student,Data Analyst,President's Choice Financial,Analyze data to identify trends and patterns,satisfied,0.75,"[""Apply correlation-first analysis over causal modeling in big data projects"", ""Detect redundant attributes using correlation analysis"", ""Reduce data dimensionality via principal component analysis""]","Correlation analysis, attribute detection, and PCA identify trends and patterns in data."
book_student,Data Analyst,President's Choice Financial,Create business reports and visualizations using Tableau,partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses""]",Portfolio includes BI dashboard creation but lacks explicit Tableau skill.
book_student,Data Analyst,BET99,"Define, document, and monitor core business metrics and KPIs",partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses""]","Dashboard skills aid monitoring metrics, but no evidence of defining or documenting metrics/KPIs."
book_student,Data Analyst,BET99,Build and maintain data pipelines using dbt,partly_satisfied,0.4,"[""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Build ETL workflows with open-source Kettle tool""]","Portfolio shows ETL pipeline building skills, but no mention of dbt specifically."
book_student,Data Analyst,BET99,Build and maintain interactive dashboards using Power BI,partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses""]","Has BI dashboard development skill, but Power BI is not mentioned."
book_student,Data Analyst,BET99,Perform segmentation and funnel analysis for product and marketing data,not_satisfied,0.0,[],"No portfolio skill relates to segmentation, funnel analysis, or product/marketing data."
book_student,Data Analyst,BET99,Analyze A/B test or experimentation results,not_satisfied,0.0,[],No portfolio skill covers A/B testing or experimentation analysis.
book_student,Data Analyst,BET99,Analyze data to identify trends and patterns,satisfied,0.75,"[""Apply correlation-first analysis over causal modeling in big data projects"", ""Smooth noisy data using binning and boundary values"", ""Analyze social networks with NetworkX library""]","Portfolio includes correlation analysis, noise smoothing, and network analysis to uncover patterns."
book_student,Data Analyst,The Select Group,Query and analyze data using SQL,fully_satisfied,1.0,"[""Utilize Spark SQL for querying structured big data""]",Portfolio directly covers SQL querying and analysis via Spark SQL.
book_student,Data Analyst,The Select Group,Extract and analyze data to support business initiatives,satisfied,0.75,"[""Develop BI dashboards from curated enterprise data warehouses""]",BI dashboards require extracting and analyzing data to support business initiatives.
book_student,Data Analyst,The Select Group,Automate data processes and pipelines,fully_satisfied,1.0,"[""Build ETL workflows with open-source Kettle tool""]",Using Kettle to build ETL workflows automates data processes and pipelines.
book_student,Data Engineer,Capgemini,Design and implement scalable data pipelines,satisfied,0.75,"[""Design real-time streaming pipelines for high-velocity data"", ""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Partition data across NoSQL clusters for scalability"", ""Compare scaling architectures""]",Portfolio includes data pipeline design and implementation skills as well as scalability concepts.
book_student,Data Engineer,Capgemini,Work with Kafka for streaming data processing,not_satisfied,0.0,[],No portfolio skill mentions Kafka or equivalent key-based streaming platforms.
book_student,Data Engineer,Capgemini,Implement real-time data processing with streaming technologies,fully_satisfied,1.0,"[""Implement real-time data pipelines with Spark Streaming"", ""Build real-time stream processing topologies with Storm spouts and bolts""]",Portfolio includes direct implementation of real-time data pipelines using streaming technologies.
book_student,Data Engineer,HireOn Tech,Design and implement scalable data pipelines,satisfied,0.75,"[""Implement lambda architecture combining batch and stream processing"", ""Implement real-time data pipelines with Spark Streaming"", ""Design real-time streaming pipelines for high-velocity data""]",Portfolio includes designing streaming pipelines and lambda architecture for scalable data processing.
book_student,Data Engineer,HireOn Tech,Build and optimize data pipelines using PySpark,partly_satisfied,0.4,"[""Develop Spark applications using RDD transformations and actions"", ""Utilize Spark SQL for querying structured big data""]","Has Spark RDD/SQL skills but no explicit PySpark, covering prerequisite Spark knowledge."
book_student,Data Engineer,HireOn Tech,"Process and analyze data using Apache Spark (RDDs, DataFrames, Spark SQL)",satisfied,0.75,"[""Develop Spark applications using RDD transformations and actions"", ""Utilize Spark SQL for querying structured big data""]","Skills cover RDD transformations and Spark SQL, satisfying Spark data processing requirements."
book_student,Data Engineer,HireOn Tech,Develop back-end services and APIs,not_satisfied,0.0,[],No skills demonstrate developing back-end services or APIs.
book_student,Data Engineer,HireOn Tech,Implement business rules frameworks (rules engines),not_satisfied,0.0,[],No skills indicate building business rules frameworks or rule engines.
book_student,Data Scientist,Apptad,Conduct benchmarking experiments for model evaluation,satisfied,0.75,"[""Tune hyperparameters using Spark MLlib CrossValidator""]",CrossValidator hyperparameter tuning constitutes a benchmarking experiment for model evaluation.
book_student,Data Scientist,Apptad,Apply statistical analytics for data science,satisfied,0.75,"[""Apply linear regression to smooth data"", ""Reduce data dimensionality via principal component analysis"", ""Detect redundant attributes using correlation analysis""]","Portfolio includes linear regression, PCA, and correlation analysis, which are statistical analytics methods."
book_student,Data Engineer,Talenzaa,Troubleshoot and resolve software defects,not_satisfied,0.0,[],"No portfolio skill mentions troubleshooting, debugging, or defect resolution."
book_student,Data Engineer,Talenzaa,Develop data analysis programs using PySpark,partly_satisfied,0.4,"[""Develop Spark applications using RDD transformations and actions"", ""Utilize Spark SQL for querying structured big data""]",Portfolio includes Spark application development but lacks explicit PySpark or Python skills.
book_student,Data Engineer,Talenzaa,Process and transform data using Apache Spark DataFrames and RDDs,satisfied,0.75,"[""Develop Spark applications using RDD transformations and actions"", ""Utilize Spark SQL for querying structured big data""]","Portfolio demonstrates RDD transformations and Spark SQL for structured data, covering DataFrame and RDD processing."
book_student,Data Engineer,Talenzaa,Develop back-end services and APIs,satisfied,0.75,"[""Serve models via TensorFlow Serving over REST""]","Portfolio includes serving models via REST API, demonstrating back-end service development."
book_student,Data Engineer,Talenzaa,Optimize applications for performance and security,partly_satisfied,0.4,"[""Select a data encoding format based on compatibility and performance requirements"", ""Anonymize personally identifiable information (PII) in data pipelines""]","Portfolio shows performance-aware data format selection and PII anonymization for security, but lacks explicit application optimization skill."
book_student,Data Engineer,Scotiabank,Version control code using Git and GitHub,not_satisfied,0.0,[],"Portfolio lacks any mention of Git, GitHub, or version control."
book_student,Data Engineer,Scotiabank,Design and implement scalable data pipelines,satisfied,0.75,"[""Design real-time streaming pipelines for high-velocity data"", ""Implement lambda architecture combining batch and stream processing""]","Portfolio includes designing streaming pipelines and lambda architecture, demonstrating scalable data pipeline design and implementation."
book_student,Data Engineer,Scotiabank,Build and maintain data pipelines using dbt,not_satisfied,0.0,[],No mention of dbt in portfolio.
book_student,Data Engineer,Scotiabank,Design and build data pipelines using Google Cloud Platform services,not_satisfied,0.0,[],No GCP-specific skills present.
book_student,Data Engineer,Scotiabank,Design and implement data ingestion patterns for batch and streaming,satisfied,0.75,"[""Build ETL workflows to ingest structured and unstructured data into HDFS"", ""Implement incremental extraction using timestamp columns"", ""Design real-time streaming pipelines for high-velocity data"", ""Build real-time stream processing topologies with Storm spouts and bolts""]",Portfolio skills cover building ETL ingestion for batch and real-time streaming pipelines for streaming.
book_student,Data Engineer,Scotiabank,Build and manage data pipelines with workflow orchestration and scheduling,partly_satisfied,0.4,"[""Build ETL workflows with open-source Kettle tool""]","Kettle provides workflow orchestration capabilities, but explicit pipeline scheduling management is not demonstrated."
book_student,Data Engineer,Scotiabank,Implement distributed data processing using Apache Spark,fully_satisfied,1.0,"[""Develop Spark applications using RDD transformations and actions""]","Portfolio directly includes developing Spark applications, which implements distributed data processing with Spark."
book_student,Data Engineer,Scotiabank,Implement data streaming pipelines using Apache Kafka,not_satisfied,0.0,[],No Kafka-related skills found.
book_student,Data Engineer,Scotiabank,Implement workflow orchestration using Apache Beam/Composer,not_satisfied,0.0,[],No Apache Beam or Composer skills present.
book_student,Data Engineer,Scotiabank,Deploy containerized applications using Kubernetes (GKE),not_satisfied,0.0,[],No containerization or Kubernetes skills present.
book_student,Data Engineer,Scotiabank,Implement Infrastructure as Code using Terraform,not_satisfied,0.0,[],No Terraform or Infrastructure as Code skills.
book_student,Data Engineer,Scotiabank,Develop microservices using Spring Boot,not_satisfied,0.0,[],No Spring Boot or microservices development skills.
book_student,Data Engineer,Technical Standards & Safety Authority (TSSA),"Apply data governance, classification, and privacy policies in data systems",fully_satisfied,1.0,"[""Define data governance rules for compliance, privacy, and quality"", ""Anonymize personally identifiable information (PII) in data pipelines"", ""Classify organizational data as structured, semi-structured, or unstructured""]","Portfolio includes skills to define governance rules, anonymize PII, and classify data, directly applying the required policies."
book_student,Data Engineer,Technical Standards & Safety Authority (TSSA),Design and implement scalable data pipelines,satisfied,0.75,"[""Design real-time streaming pipelines for high-velocity data"", ""Implement real-time data pipelines with Spark Streaming"", ""Build ETL workflows to ingest structured and unstructured data into HDFS""]","Portfolio demonstrates designing and implementing data pipelines with high-velocity and distributed processing, implying scalability."
book_student,Data Engineer,Technical Standards & Safety Authority (TSSA),Build and maintain data pipelines using dbt,not_satisfied,0.0,[],No portfolio skill mentions dbt or equivalent data build tool.
book_student,Data Engineer,Technical Standards & Safety Authority (TSSA),Configure and orchestrate data integration workflows using Fivetran,not_satisfied,0.0,[],No portfolio skill references Fivetran.
book_student,Data Engineer,Technical Standards & Safety Authority (TSSA),"Monitor, profile, and cleanse data to establish and improve data quality metrics",partly_satisfied,0.4,"[""Detect duplicate records using attribute similarity thresholds"", ""Impute missing values using mean or most probable value"", ""Eliminate outliers using clustering algorithms"", ""Clean and preprocess raw data from multiple sources""]","Portfolio covers profiling and cleansing extensively, but lacks skills explicitly establishing or monitoring data quality metrics."
book_student,Data Engineer,Technical Standards & Safety Authority (TSSA),Document data lineage and pipeline processes for transparency and maintenance,not_satisfied,0.0,[],No portfolio skill covers documenting data lineage or pipeline processes.
book_student,Data Engineer,Technical Standards & Safety Authority (TSSA),Develop data science and analytics pipelines using Knime,not_satisfied,0.0,[],Knime is not mentioned in the portfolio.
book_student,Data Engineer,Technical Standards & Safety Authority (TSSA),Build and manage machine learning and data projects using Dataiku,not_satisfied,0.0,[],Dataiku is not referenced in any portfolio skill.
book_student,Data Engineer,Technical Standards & Safety Authority (TSSA),Develop semantic data layers and curated tables for business intelligence,partly_satisfied,0.4,"[""Develop BI dashboards from curated enterprise data warehouses"", ""Design conceptual, logical, and physical data models""]","Portfolio shows ability to create BI dashboards from curated warehouses, covering curated tables but lacking semantic layer design."
book_student,Data Scientist,Boeing,Query and analyze data using SQL,satisfied,0.75,"[""Utilize Spark SQL for querying structured big data"", ""Load data warehouses using SQL bulk loading methods""]","Portfolio uses Spark SQL for querying and SQL bulk loading, directly covering SQL data querying and analysis."
book_student,Data Scientist,Boeing,Version control code using Git and GitHub,not_satisfied,0.0,[],"No portfolio skill mentions Git, GitHub, or version control."
book_student,Data Scientist,Boeing,Analyze large-scale datasets using Apache Spark or Databricks,fully_satisfied,1.0,"[""Develop Spark applications using RDD transformations and actions"", ""Train machine learning models at scale using Spark MLlib""]",Portfolio includes multiple skills for large-scale dataset analysis using Apache Spark and Spark MLlib.
book_student,Data Scientist,Boeing,Implement deep learning models using frameworks like TensorFlow or PyTorch,fully_satisfied,1.0,"[""Create data input pipelines with TensorFlow tf.data"", ""Construct deep learning models with Keras Sequential API""]",Portfolio demonstrates implementing deep learning models with TensorFlow tf.data and Keras.
book_student,Data Scientist,Boeing,Apply mathematical optimization and simulation techniques,partly_satisfied,0.4,"[""Apply alternating least squares for collaborative filtering"", ""Tune hyperparameters using Spark MLlib CrossValidator""]","Portfolio includes optimization through ALS and hyperparameter tuning, but no simulation techniques."
book_student,Data Scientist,Boeing,"Deploy and manage machine learning models using MLOps tools (e.g., MLflow)",partly_satisfied,0.4,"[""Serve models via TensorFlow Serving over REST"", ""Persist and load ML models in Spark MLlib""]",Portfolio provides model serving and persistence but lacks explicit MLOps tool like MLflow.
book_student,Data Scientist,Boeing,"Implement CI/CD pipelines for machine learning (e.g., using GitLab CI)",not_satisfied,0.0,[],No portfolio skill mentions CI/CD pipelines or tools like GitLab CI.
book_student,Data Scientist,Government of Yukon,Query and analyze data using SQL,fully_satisfied,1.0,"[""Utilize Spark SQL for querying structured big data""]","Directly uses Spark SQL, a SQL interface, for querying structured big data."
book_student,Data Scientist,Government of Yukon,Design and implement medium-to-large scale data projects,satisfied,0.75,"[""Design a layered big data architecture with storage, processing, and application tiers"", ""Build machine learning pipelines with Spark MLlib""]",Portfolio includes designing big data architectures and implementing data pipelines at scale.
book_student,Data Scientist,Government of Yukon,"Manipulate and link large, intricate datasets",satisfied,0.75,"[""Align schemas across sources using pattern matching"", ""Clean and preprocess raw data from multiple sources""]",Portfolio shows aligning schemas for linking and cleaning raw data for manipulation.
book_student,Data Scientist,Government of Yukon,Analyze and troubleshoot information across various data systems,satisfied,0.75,"[""Detect duplicate records using attribute similarity thresholds"", ""Resolve data value conflicts via unit standardization""]",Portfolio demonstrates analyzing data for duplicates and resolving value conflicts across sources.
book_student,Data Scientist,Intelliswift - An LTTS Company,Investigate technologies and tools for innovative data solutions,satisfied,0.75,"[""Select appropriate big data processing model for business use cases"", ""Evaluate distributed system trade-offs""]",Portfolio demonstrates evaluating and selecting technologies for business solutions.
book_student,Data Scientist,Intelliswift - An LTTS Company,Create data pipelines with data engineers,fully_satisfied,1.0,"[""Implement real-time data pipelines with Spark Streaming"", ""Build ETL workflows to ingest structured and unstructured data into HDFS""]",Direct match: implements real-time data pipelines and ETL workflows.
book_student,Data Scientist,Intelliswift - An LTTS Company,Design and construct data modeling processes,fully_satisfied,1.0,"[""Design conceptual, logical, and physical data models"", ""Construct new features from existing attributes to enhance datasets""]",Direct match: designs data models and constructs modeling features.
book_student,Data Scientist,Intelliswift - An LTTS Company,Analyze data to identify trends and patterns,satisfied,0.75,"[""Apply correlation-first analysis over causal modeling in big data projects"", ""Compute PageRank centrality in social graphs""]",Correlation-first analysis and graph centrality identify trends and patterns.
book_student,Data Scientist,Intelliswift - An LTTS Company,Create data visualizations,fully_satisfied,1.0,"[""Develop BI dashboards from curated enterprise data warehouses""]",Direct match: develops BI dashboards for data visualization.
book_student,Data Scientist,Intelliswift - An LTTS Company,Create analytics tables with data engineers and business analysts,satisfied,0.75,"[""Design SAP HANA column-store tables for high-speed OLAP analytics""]",Designs high-speed OLAP analytics tables.
book_student,Data Scientist,Intelliswift - An LTTS Company,Apply data mining techniques to extract usable data,satisfied,0.75,"[""Select optimal feature subsets using stepwise forward selection"", ""Eliminate outliers using clustering algorithms""]",Feature selection and outlier removal apply data mining to extract usable data.
book_student,Data Scientist,Intelliswift - An LTTS Company,Develop data visualizations using PowerBI,not_satisfied,0.0,[],Portfolio lacks any mention of PowerBI for visualization.
book_student,Junior Data Analyst,AMEXIO,Automate reporting processes,not_satisfied,0.0,[],No skill directly addresses automating reporting processes or equivalent automation of report generation.
book_student,Junior Data Analyst,AMEXIO,Develop and maintain dashboards and reports using Power BI,satisfied,0.75,"[""Develop BI dashboards from curated enterprise data warehouses""]",Generic BI dashboard development skill covers core competency needed for Power BI reporting.
book_student,Junior Data Analyst,AMEXIO,Develop and maintain dashboards and reports using Tableau,satisfied,0.75,"[""Develop BI dashboards from curated enterprise data warehouses""]",Same generic dashboard skill reasonably satisfies developing dashboards with Tableau.
book_student,Junior Data Analyst,AMEXIO,Analyze data using Google Analytics for web and e-commerce,not_satisfied,0.0,[],Portfolio lacks any web analytics tool or Google Analytics-specific skills.
book_student,Junior Data Analyst,AMEXIO,Manage and optimize tracking configurations using Google Tag Manager,not_satisfied,0.0,[],No skill mentions tag management or Google Tag Manager.
book_student,Junior Data Analyst,AMEXIO,Analyze e-commerce sales and marketing performance data,not_satisfied,0.0,[],"No skill relates to e-commerce, sales, or marketing analytics."
book_student,Junior Data Analyst,AMEXIO,Develop and maintain intranet applications on SharePoint,not_satisfied,0.0,[],No SharePoint or intranet application development skill found.
book_student,Junior Data Engineer,Helic & Co.,"Document data processes, workflows, and system architecture",not_satisfied,0.0,[],"No portfolio skill addresses documenting data processes, workflows, or system architecture."
